   1        118      151       32      124
   1        121      129       99       95
   1        122      149      126      127
   1         55       69      127      145
   1        116      114        9       20
   1         90       96       89       97
   1         66      156      133       60
   1        116       24       23       52
   1        132      150      129       99
   1         43      119       25       33
   1         96      137      109      103
   1         47       61       54      140
   1         96      104      137      103
   1        130       31       41       39
   1        122      149       38      126
   1         47       61      140       45
   1        122      149       67       38
   1        122      149      127       67
   1        145      127       55       62
   1         66      156       60       79
   1        106      112      142      102
   1        121      129       95      148
   1         40      153       57      131
   1        124      140       47      134
   1        124      140       45       47
   1         67      122       58      127
   1         28       43       25       50
   1         36       16       17      117
   1         33      119       25       13
   1         40      153       48       57
   1        124      140      155       45
   1         40      153      126       48
   1        155      146      134       51
   1        124      140      134      155
   1        109      123       96       93
   1        142      112      106      144
   1         40      153      131      126
   1         36      124       47      117
   1         36      124       49       47
   1        141      134      155      146
   1         22      116       23       44
   1        116       24       46       20
   1        118       26       18      117
   1        114       20        1        9
   1         36      124       27       49
   1        147      152      138       85
   1        128       71       64       45
   1         34       35      117       15
   1         36      124      117       27
   1         30      130      114      115
   1        141      134       56       54
   1         69       55       80      145
   1        118       43      157      119
   1         30      130       41      114
   1         30      130       31       41
   1        107       90      104      139
   1         79      135      156       78
   1         30      130      115       31
   1        141      134      146       56
   1        147      152      136      138
   1         14      119       33       13
   1        145       80       74       62
   1         14       34       33      119
   1        138      148       98      108
   1        156      135       63       78
   1         34       47       33      119
   1        114        2       19       29
   1        114       40       19       20
   1        138      148      143       98
   1        147      152      125      136
   1         22      116        6        7
   1        117      124      118       26
   1        126       62       52       44
   1         36       16      117       35
   1        117      157       47      119
   1        117      157      124       47
   1         24      116       46       52
   1         72      143       70       91
   1         55       80      145       62
   1        117      157      118      124
   1         18       26       27      117
   1         63       51      146       60
   1        117      157      119      118
   1         94       85      152      107
   1         35       16      117       15
   1        144      152      111      106
   1        142      102      112      109
   1        138      148      129      143
   1        143       85       70       91
   1        138      148      108      129
   1        116      114       52       44
   1        146       66      155      141
   1        123       78      105      100
   1        136      143       81       84
   1        135       97       79       86
   1         81       75       88       84
   1        129       57      121       99
   1        116       22        6      115
   1         90       86       89       76
   1        137      125      144      142
   1        113      152      138      136
   1        114        2        1       19
   1        144      152      106      125
   1        126       41      114       38
   1        144      125      137      152
   1         57      153       65      149
   1        136      143      129       81
   1        144      125      106      142
   1         47      124       49       45
   1         57      153       48       65
   1        136      143      147      129
   1        114        2       29        3
   1         96       79       93       78
   1        136      143       84      147
   1        155       45      128       64
   1         57      153      149      131
   1        128       45      155      140
   1         40      114       46       20
   1        120      156       82       79
   1        114      116       46       20
   1         82      156      120      133
   1        114       38       30       29
   1        135       96       78       79
   1         90       86       97       89
   1         47      134       54       43
   1        137      125      103      110
   1        118       32       28       11
   1        113      129       95       99
   1         54      134       47      140
   1         79      156       60       78
   1         40      114       48      126
   1        140      134      141       54
   1        141      134      140      155
   1         82       86       97       87
   1        135       96       79       97
   1         37      122       44       55
   1        149       72       65       57
   1        149       72       67       65
   1        156       63       60       78
   1         75       81       57      129
   1         40       68      131       57
   1         85      138      143       98
   1         44      122       37      130
   1        118       26       10       18
   1         32      118       10       11
   1        118       28       12       11
   1        120      135      156       79
   1         90      137       96      104
   1         96      137       90      123
   1        118       32       10       26
   1         85      138       91      143
   1        129      108      113       95
   1         42       32       51      151
   1         67      122       38       41
   1         80      154       69      145
   1         80      154      121       69
   1        130      126       41      114
   1        130      126      122       41
   1        130      126       44      122
   1        130      126      114       44
   1        120      135       63      156
   1        113      152      136      106
   1         89      135      120       86
   1         82      128       87       64
   1        154      126      127       62
   1        127      126      154      149
   1         51       28       50      151
   1        144      101      137      112
   1        151       28       50       43
   1        151      134       50       51
   1         42      134      151       51
   1         89      135       77      120
   1         80      154       74      121
   1        100       77       92       89
   1         80      154      145       74
   1         82       66      128       64
   1        128       71       87       64
   1        141      140       54       61
   1         89      135      100       77
   1        114       38       48      126
   1        137      101      144      139
   1        124      118       26       32
   1         44       22      130       37
   1         36      117       17       27
   1        130       22       44      116
   1        116       22       23        7
   1        117       18       17       27
   1         69      154      149      127
   1        113      152      106      111
   1        141      140      128      155
   1         84      143       81       75
   1         96       79       97       82
   1        107       90      139       94
   1        144      139      101      111
   1         32       28       51      151
   1         68       99      121       57
   1        121       99       68       95
   1        126      131      149      153
   1        121       74       95       68
   1        119       12       25       13
   1         84      143       91      147
   1         95       74      121       80
   1        147      136      125       84
   1         58       59      127      122
   1         43       47      124      157
   1        121      154       68       57
   1        154      145       74       62
   1         86       71       87      120
   1        122       59       39       58
   1         42      155      134       51
   1        123      135       78      100
   1        117       34       47       35
   1        131      154       74       62
   1         47       34      117      119
   1         68      131       46       40
   1         41      122       39       58
   1        150       99       57      129
   1          6      115       21        5
   1         81      150       57      129
   1        129      143       75       81
   1         86       71      120       76
   1         82       86       87      120
   1        149      127       70       69
   1         57      129       72       75
   1         47       43       54       33
   1        129      143       72       75
   1        123      135       96       78
   1        123      135       89       96
   1        154      145      127       69
   1        121       80      148       95
   1        123      135      100       89
   1        154      145       62      127
   1         92      123       90      101
   1         67       75       65       72
   1         74      121      154       68
   1        114      126       46       52
   1        114       40       46      126
   1        121      154      149       69
   1        155      124       45       64
   1        144      137      142      112
   1        150       83       57       99
   1         92      123       89       90
   1         81       83       57      150
   1        104       90       86       97
   1        139      111      152       94
   1        152      111      139      144
   1         92      123      105       89
   1        104       96       97      103
   1         92      123      101      105
   1         72      127       67       58
   1        104       96       90       97
   1         43      151      134       50
   1         72      127      149       67
   1         37      122       55       59
   1         26      124       42       53
   1        125      136       88       84
   1         72      127       70      149
   1        139      137      101       90
   1        129      148      121       72
   1        144      137      139      152
   1          4       31      115        5
   1         44      126      114       52
   1        148      121       72       70
   1        134       47      124       43
   1        139      107       94      152
   1        127      126      122       55
   1        139      137       90      104
   1        121       72      149       57
   1         72      127       58       70
   1         42      146       51       60
   1        119       34      117       15
   1        141      146       63       56
   1         42      146      155       51
   1         42      146       66      155
   1         67      122       41       58
   1         42      146       60       66
   1         61      120       76       73
   1        149       72      121       70
   1         89       96      135       97
   1         61      120       71       76
   1         41       39      122      130
   1         61      120      141       71
   1         61      120       73      141
   1         68      131       74       46
   1        149       38      126       48
   1        131       52      126       62
   1        112      106      144      101
   1        121      149      154       57
   1        131       52       46      126
   1        131       52       74       46
   1        131      126       46       40
   1        154       74       68      131
   1        127       69       55       59
   1        144      106      111      101
   1        131       52       62       74
   1        139      107      152      137
   1        147      125      110       84
   1        143       84       72       75
   1        141      128      133       60
   1        133      128      141       71
   1         60      146      141       66
   1         69      143       70      148
   1        121      149       70       69
   1         69      143       85       70
   1         72       84      143       91
   1        141      133       63       60
   1        126      153      149       48
   1         69      143       98       85
   1        139       92      101      111
   1         86      120       89       76
   1         96       90       89      123
   1         37      122       59       39
   1        129      138      136      113
   1        129      136      138      147
   1        141      133      120       63
   1        153       65      149       48
   1         49      124       64       45
   1         49       53       64      124
   1        141      133       71      120
   1        127       62      126       55
   1         89       97      135       86
   1        105       78      123       93
   1         88      125       84      103
   1        125      110       84      103
   1        143      147      129      138
   1        110      147       84       91
   1         69      143      148       98
   1         37      122       39      130
   1        143      148       72       70
   1        154       68       57      131
   1        138      147       85       91
   1        154       57      149      131
   1         77       73       89      120
   1        120       73       89       76
   1         63      135      100       78
   1         63       77      100      135
   1        112      123      109       93
   1        143      148      129       72
   1         53      155       42       66
   1        143      147      138       91
   1         53      155      124       42
   1         53      155       64      124
   1         53      155       66       64
   1         63      141       60      146
   1        126      122       41       38
   1         56       43       54      134
   1         94       92      139      111
   1        108      148       98       80
   1        112      123       93      105
   1        127       59       58       70
   1         69       59      127       70
   1        147      107       91      110
   1        128       82      133       66
   1         38      149       65       48
   1         38      149       67       65
   1         27      124       26       53
   1        126       44       55       62
   1         27      124      117       26
   1         82      133       87      128
   1        133       71      120       87
   1        147      107       85       91
   1         27      124       53       49
   1         50      146      134       56
   1         50      146       51      134
   1        126      122       55       44
   1        133       71       87      128
   1         42       32      151      124
   1         83      106       99      132
   1        132      106       99      113
   1        112      123      137      109
   1         39       37      130       21
   1         50      146       63       51
   1         50      146       56       63
   1        132      102      136       81
   1        132      129      113       99
   1        108      148       95      129
   1        132      136      129       81
   1        132      129      136      113
   1        133      156      120       63
   1        147      107      152       85
   1        133      156       63       60
   1         56       43      134       50
   1        108      148       80       95
   1        133       87      120       82
